id,business_name,category,city,address,phone,rating,reviews_count,website,source,latitude,longitude,business_status,created_at
434,Lal PLC,Gym,Mumbai,"H.No. 104, Sethi Nagar, Hazaribagh-273880",0919229902,,,,Sulekha,,,,
435,Reddy-Seshadri,Hospital,Hyderabad,"48, Chander Circle, Junagadh-855864",+914004431447,,,,Google Maps,,,,
436,Bhat PLC,Hospital,Ahmedabad,"H.No. 05, Kanda Ganj, Shivpuri 047017",+914113421563,,,,Justdial,,,,
437,Biswas-Jha,Restaurant,Mumbai,"02/708, Ben Chowk, Panihati-631702",+910980874659,,,,Google Maps,,,,
438,"Wali, Nair and Ramachandran",Plumber,Mumbai,"86, Suri Street, Jamalpur-632615",02485366718,,,,Google Maps,,,,
439,"Kurian, Doctor and Lata",Education,Kolkata,"87/336, Desai Nagar, Meerut 756407",09241991505,,,,Sulekha,,,,
440,Pandey-Date,Electrician,Pune,"21/24, Nath Circle, Chinsurah 481072",+913758246117,,,,Justdial,,,,
441,Saxena-Din,Hospital,Hyderabad,"01, Nagar, Tiruvottiyur-808792",1482229770,,,,Google Maps,,,,
442,Lala-Yogi,Education,Pune,"178, Pall Chowk, Kolhapur 080894",0507092455,,,,Sulekha,,,,
443,Guha and Sons,Education,Pune,"14, Iyengar Chowk, South Dumdum-003606",9065547595,,,,Sulekha,,,,
444,Lal-Lata,Real Estate,Ahmedabad,"149, Sunder Ganj, Ramagundam-280691",08033531278,,,,Google Maps,,,,
445,Dhillon Group,Gym,Mumbai,"H.No. 018, Sibal Circle, Tenali-827970",8753418428,,,,Sulekha,,,,
446,Halder-Raju,Hospital,Bengaluru,"97, Garde, Saharsa 827323",8136166726,,,,Sulekha,,,,
447,Gaba-Chana,Education,Bengaluru,"740, Arya Street, Phagwara-414042",0595272243,,,,Google Maps,,,,
448,"Srinivas, Rastogi and Butala",Gym,Pune,"78, Nath Marg, Bhilai 005576",8557278434,,,,Justdial,,,,
449,Chana-Mandal,Real Estate,Pune,"982, Bala Chowk, Bahraich 436566",7155562623,,,,Justdial,,,,
450,Kar LLC,Education,Ahmedabad,"H.No. 99, Venkatesh Street, Ongole-325167",00419573711,,,,Sulekha,,,,
451,Guha Ltd,Gym,Mumbai,"938, Rao, Muzaffarpur 619967",0855990948,,,,Google Maps,,,,
452,Kata-Taneja,Restaurant,Mumbai,"10/51, Kamdar Nagar, Siliguri 051421",6284886478,,,,Sulekha,,,,
453,Krishna-Sachdeva,IT Services,Kolkata,"H.No. 936, Malhotra Street, Motihari-238414",+911753882809,,,,Justdial,,,,
454,Sandhu PLC,Hospital,Delhi,"88/120, Krishnamurthy Nagar, Hubli–Dharwad-383549",07472522428,,,,Justdial,,,,
455,"Merchant, Sehgal and Thakur",Hospital,Chennai,"90/29, Tata Road, Bhagalpur 425601",+913971723910,,,,Google Maps,,,,
456,"Mani, Sidhu and Wadhwa",Electrician,Chennai,"H.No. 546, Bhattacharyya Nagar, Hazaribagh 987811",+913233763493,,,,Google Maps,,,,
457,Seshadri PLC,Hospital,Kolkata,"H.No. 61, Kale Street, Naihati 655242",+917418647380,,,,Google Maps,,,,
458,"Natarajan, Nigam and Singh",Education,Ahmedabad,"192, Dugar Street, Visakhapatnam 738439",05696411017,,,,Sulekha,,,,
459,Arora Ltd,Education,Bengaluru,"H.No. 223, Chokshi Ganj, Barasat 576701",1123056383,,,,Sulekha,,,,
460,"Dewan, Sankar and Jaggi",Hospital,Ahmedabad,"27/909, Korpal, Siwan 476514",6764976556,,,,Sulekha,,,,
461,Raja-Khalsa,Restaurant,Pune,"30/685, Palla Street, Jamshedpur-121367",01446668396,,,,Sulekha,,,,
462,Brar-Dhar,Gym,Delhi,"08, Sangha, Guntur-143811",+916400981332,,,,Justdial,,,,
463,Sarkar-Prasad,Restaurant,Delhi,"088, Saxena Street, Raurkela Industrial Township 560228",2694863205,,,,Sulekha,,,,
464,Sem-Bhatia,IT Services,Kolkata,"H.No. 39, Bhandari Nagar, Siliguri-152729",+919171266589,,,,Justdial,,,,
465,"Bhasin, Kala and Rajan",IT Services,Hyderabad,"H.No. 950, Bahri Ganj, Mangalore-568662",+919938777657,,,,Sulekha,,,,
466,Pant LLC,IT Services,Chennai,"41/025, Venkataraman Zila, Mangalore-165936",+914031571236,,,,Justdial,,,,
467,"Murty, Zachariah and Bora",Restaurant,Kolkata,"H.No. 04, Biswas Zila, Moradabad 432757",+913421278441,,,,Sulekha,,,,
468,"Hayer, Srinivasan and Comar",Electrician,Chennai,"337, Bhat, Phusro 099691",6943322652,,,,Google Maps,,,,
469,Swaminathan-Dugar,Plumber,Kolkata,"85/569, Oak Chowk, Karawal Nagar 166589",09836775794,,,,Sulekha,,,,
470,Handa Ltd,Real Estate,Ahmedabad,"75/85, Hans Path, Katihar 123392",07909273860,,,,Google Maps,,,,
471,Dhaliwal and Sons,Plumber,Mumbai,"59/552, Char Road, Ballia 401703",3331049382,,,,Justdial,,,,
472,Chacko Group,Real Estate,Delhi,"36, Memon Circle, Parbhani-964829",01695246304,,,,Google Maps,,,,
473,Sha-Modi,Restaurant,Kolkata,"59/281, Sundaram Circle, Kota 148347",01702234439,,,,Google Maps,,,,
474,Borde-Kapadia,Restaurant,Chennai,"H.No. 408, Narang Marg, Jalna 730688",0539876537,,,,Justdial,,,,
475,Chakrabarti PLC,Real Estate,Kolkata,"69/62, Kaul, Patiala 821006",7131340334,,,,Sulekha,,,,
476,"Sha, Shah and Sethi",Gym,Hyderabad,"22/19, Dass Street, Kishanganj-316582",+916480538152,,,,Sulekha,,,,
477,Kannan LLC,Restaurant,Ahmedabad,"H.No. 11, Dyal Road, Parbhani-736075",+917846098104,,,,Google Maps,,,,
478,"Morar, Sandal and Nayar",Restaurant,Ahmedabad,"H.No. 75, Warrior Ganj, Jalgaon-026990",1939934233,,,,Sulekha,,,,
479,"Dewan, Sethi and Chhabra",IT Services,Mumbai,"321, Sharaf Marg, Muzaffarpur 152270",+917375600543,,,,Sulekha,,,,
480,Dass-Raj,Gym,Pune,"29, Pandya Zila, Gangtok-384385",+911719152933,,,,Google Maps,,,,
481,Natt-Kumer,Gym,Hyderabad,"H.No. 370, Rajagopal, Meerut-631693",05685392418,,,,Google Maps,,,,
482,Kant-Sastry,Real Estate,Chennai,"50/90, Shukla Street, Solapur 109637",05100698380,,,,Google Maps,,,,
483,"Saxena, Karpe and Palan",Education,Delhi,"74/601, Desai Marg, Nanded-813431",+911438116626,,,,Google Maps,,,,
484,"Deol, Pandya and Murty",Hospital,Chennai,"75/267, Ramakrishnan Street, Coimbatore 884163",4023895525,,,,Justdial,,,,
485,Mallick PLC,Education,Chennai,"80, Balay Circle, Ahmedabad 129704",+915988854374,,,,Justdial,,,,
486,"Gole, Lalla and Sodhi",Real Estate,Hyderabad,"H.No. 989, Venkatesh, Etawah 824895",+912001862807,,,,Sulekha,,,,
487,Madan and Sons,Electrician,Delhi,"H.No. 00, Ravi Zila, Sirsa 385345",2528254904,,,,Sulekha,,,,
488,Wason-Suresh,Real Estate,Pune,"480, Venkataraman Path, Munger-722905",0224630612,,,,Sulekha,,,,
489,"Devan, Kapoor and Kannan",IT Services,Bengaluru,"88/680, Pant Chowk, Dibrugarh 308714",+916929078007,,,,Sulekha,,,,
490,"Edwin, Banerjee and Mital",Restaurant,Chennai,"847, Oza Marg, Orai 196774",+910156917947,,,,Google Maps,,,,
491,"Mammen, Reddy and Bhagat",Education,Kolkata,"518, Banik Nagar, Ajmer-115329",+914866053065,,,,Google Maps,,,,
492,"Krish, Konda and Borra",Electrician,Pune,"30/448, Ravi, Mango-999583",+914235045874,,,,Justdial,,,,
493,Dalal Ltd,Restaurant,Chennai,"42, Oza, Mau 759389",08407174556,,,,Google Maps,,,,
494,"Kamdar, Kumer and Dey",Education,Ahmedabad,"01, Chowdhury Nagar, Salem 278904",2354912637,,,,Google Maps,,,,
495,Sarna-Pant,IT Services,Chennai,"97/249, Baria Zila, Guna-012866",+918482236307,,,,Google Maps,,,,
496,"Varkey, Sundaram and Kibe",Education,Ahmedabad,"H.No. 20, Bhandari, Howrah 976586",+915476023007,,,,Justdial,,,,
497,Wable PLC,Education,Ahmedabad,"H.No. 21, Sahota Marg, Gudivada 493932",02250718987,,,,Sulekha,,,,
498,Chander-Sankaran,Real Estate,Mumbai,"H.No. 389, Ranganathan, Agra-082866",+915213642689,,,,Justdial,,,,
499,Chad Ltd,Plumber,Ahmedabad,"34/52, Mall, Loni-968387",+914624525068,,,,Justdial,,,,
500,Kamdar-Purohit,Real Estate,Bengaluru,"H.No. 34, Chandran Ganj, Karaikudi-759633",09599803927,,,,Justdial,,,,
501,Nayar Group,Electrician,Pune,"H.No. 637, Dora Nagar, Shimoga 901462",+916627308954,,,,Google Maps,,,,
502,"Parsa, Buch and Mannan",Plumber,Kolkata,"H.No. 98, Kalla Zila, Serampore 531369",08953456263,,,,Sulekha,,,,
503,"Ramachandran, Natt and Doctor",Plumber,Ahmedabad,"37/371, Kohli Circle, Nangloi Jat-772279",09333229714,,,,Google Maps,,,,
504,"Batta, Bora and Jhaveri",Plumber,Delhi,"23/169, Mallick Ganj, Faridabad 722390",2013057579,,,,Google Maps,,,,
505,"Chauhan, Sen and Bhargava",Hospital,Ahmedabad,"43, Bajwa Chowk, Vadodara 660169",07932925975,,,,Sulekha,,,,
506,Bhatnagar-Ratta,Gym,Pune,"35/30, Anand Street, Vijayanagaram 558578",01713453874,,,,Justdial,,,,
507,Rajagopalan and Sons,Education,Pune,"09/90, Sem, Jamnagar-438966",2473823616,,,,Google Maps,,,,
508,Rout-Venkataraman,Real Estate,Hyderabad,"H.No. 978, Nadkarni Zila, Indore 715289",+910539304441,,,,Justdial,,,,
509,Sur-Jaggi,IT Services,Hyderabad,"H.No. 61, Patil Circle, Durg-238760",8047390589,,,,Justdial,,,,
510,Tata-Shukla,Plumber,Pune,"H.No. 626, Patel, Ramgarh-582206",6891964991,,,,Google Maps,,,,
511,Bava-Pai,IT Services,Delhi,"38/82, Swaminathan, Bhusawal 919436",01087742360,,,,Google Maps,,,,
512,Kata-Balay,Electrician,Chennai,"H.No. 57, Krish Marg, Hyderabad 730989",+919068563294,,,,Justdial,,,,
513,Kala-Mallick,Education,Pune,"25/771, Ratta Path, Davanagere 302953",0745325495,,,,Justdial,,,,
514,Bhakta-Raval,Hospital,Chennai,"28, Karan, Ambattur 231080",3240112344,,,,Sulekha,,,,
515,"Ghose, Merchant and Rama",Restaurant,Ahmedabad,"14/576, Minhas Nagar, Haldia-787443",+913636290437,,,,Justdial,,,,
516,Dhar and Sons,IT Services,Chennai,"281, Merchant Road, Madanapalle 223785",3418574384,,,,Sulekha,,,,
517,Lata and Sons,Education,Chennai,"H.No. 39, Ahluwalia, Bhusawal 481532",08170418378,,,,Sulekha,,,,
518,"Kaul, Borde and Sampath",Restaurant,Ahmedabad,"H.No. 36, Bajwa Road, Nizamabad-128402",0235599536,,,,Sulekha,,,,
519,"Rout, Rajan and Sama",Education,Chennai,"H.No. 54, Kade Circle, Firozabad 025751",7326593589,,,,Sulekha,,,,
520,"Sehgal, Iyer and Bhalla",Plumber,Bengaluru,"08, Rama Road, Faridabad 624814",03825408309,,,,Google Maps,,,,
521,Tella-Shanker,Restaurant,Kolkata,"19, Panchal Road, Bhiwandi 208272",01642785775,,,,Sulekha,,,,
522,"Bail, Ganesan and Arya",Real Estate,Kolkata,"17, Pall Marg, Loni 015289",8036342179,,,,Google Maps,,,,
523,Krishnamurthy LLC,Plumber,Kolkata,"689, Chauhan, Salem-749658",3644515447,,,,Google Maps,,,,
524,"Acharya, Dani and Chana",Gym,Bengaluru,"H.No. 92, Bansal Ganj, Bahraich 796096",7845602513,,,,Sulekha,,,,
525,Keer-Sastry,Real Estate,Mumbai,"89/78, Peri Road, Barasat-686168",+918900827689,,,,Google Maps,,,,
526,"Sachdeva, Sabharwal and Joshi",Gym,Kolkata,"H.No. 946, Sarkar Road, Bihar Sharif-968426",07532622524,,,,Sulekha,,,,
527,Arora-Bhakta,Plumber,Kolkata,"151, Loyal Nagar, Naihati-623652",06244577917,,,,Sulekha,,,,
528,Date Inc,Electrician,Chennai,"70, Rai Chowk, Bhagalpur 730989",+915493620506,,,,Justdial,,,,
529,"Nayar, Pandit and Srivastava",Electrician,Pune,"667, Krishnan Zila, Jaunpur-910673",3494218575,,,,Justdial,,,,
530,"Ramesh, Sachar and Chadha",Gym,Chennai,"76/994, Chowdhury, Muzaffarpur 944478",+910523788289,,,,Justdial,,,,
531,Minhas and Sons,Gym,Ahmedabad,"H.No. 806, Savant Chowk, Serampore 539524",+919503513573,,,,Google Maps,,,,
532,"Dugar, Nagar and Warrior",Plumber,Bengaluru,"H.No. 495, Nayak Circle, Sonipat-876164",+911496082836,,,,Google Maps,,,,
533,"Gokhale, Rastogi and Chatterjee",Restaurant,Delhi,"77/27, Menon Path, Madhyamgram 515535",0519446698,,,,Justdial,,,,
534,Khanna-Lad,Real Estate,Mumbai,"17/77, Krish Street, New Delhi 875040",+913054466086,,,,Sulekha,,,,
535,"Bahri, Varughese and Savant",IT Services,Chennai,"42/161, Varma Nagar, Tiruppur-285140",5724051099,,,,Sulekha,,,,
536,Iyengar LLC,Restaurant,Ahmedabad,"H.No. 35, Murty Nagar, Gudivada-142282",06899455819,,,,Google Maps,,,,
537,Mishra-Saini,Plumber,Pune,"351, Ravi Path, Guntur-498258",02879704151,,,,Google Maps,,,,
538,"Bedi, Trivedi and Upadhyay",IT Services,Bengaluru,"H.No. 00, Khalsa Circle, Miryalaguda 195836",9278152588,,,,Justdial,,,,
539,Gandhi-Chacko,IT Services,Ahmedabad,"34/510, Sampath Nagar, Alappuzha 091449",2962812888,,,,Justdial,,,,
540,Mane Inc,Real Estate,Delhi,"H.No. 05, Joshi Road, Hyderabad-825133",+918895381388,,,,Google Maps,,,,
541,"Luthra, Halder and Mody",Electrician,Pune,"586, Agrawal Circle, Rohtak 305732",2944674452,,,,Justdial,,,,
542,Misra LLC,Hospital,Kolkata,"H.No. 078, Chahal Chowk, Vellore 816766",04373434383,,,,Google Maps,,,,
543,Hari and Sons,Restaurant,Pune,"H.No. 931, Lalla Road, Khora -234979",4982244291,,,,Justdial,,,,
544,Gokhale Ltd,Education,Kolkata,"H.No. 98, Gara Path, Panvel 189411",05835156306,,,,Justdial,,,,
545,Amble-Krishnan,Restaurant,Chennai,"H.No. 290, Khatri Nagar, Panchkula 310863",05280574216,,,,Google Maps,,,,
546,Dass Inc,Electrician,Chennai,"603, Vohra Marg, Panchkula-657816",0255366546,,,,Google Maps,,,,
547,Reddy-Jayaraman,Real Estate,Chennai,"97, Mani Nagar, Kanpur 806170",05408785134,,,,Sulekha,,,,
548,Shankar Inc,Real Estate,Delhi,"90, Anne Street, Sirsa-550909",+911992492065,,,,Sulekha,,,,
549,Chopra LLC,Education,Pune,"05/36, Rai, Dharmavaram-202588",08580061921,,,,Sulekha,,,,
550,"Sarma, Shukla and Lad",Electrician,Bengaluru,"H.No. 70, Bhasin Nagar, Lucknow 500576",01642369383,,,,Sulekha,,,,
551,Restaurants Hub Ahmedabad 1,Restaurants,Ahmedabad,"1 Main Street, Ahmedabad",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:30:42
552,Restaurants Hub Ahmedabad 2,Restaurants,Ahmedabad,"2 Main Street, Ahmedabad",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:30:42
553,Restaurants Hub Ahmedabad 3,Restaurants,Ahmedabad,"3 Main Street, Ahmedabad",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:30:42
554,Restaurants Hub Ahmedabad 4,Restaurants,Ahmedabad,"4 Main Street, Ahmedabad",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:30:42
555,Restaurants Hub Ahmedabad 5,Restaurants,Ahmedabad,"5 Main Street, Ahmedabad",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:30:42
556,Restaurants Hub Ahmedabad 6,Restaurants,Ahmedabad,"6 Main Street, Ahmedabad",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:30:42
557,Restaurants Hub Ahmedabad 7,Restaurants,Ahmedabad,"7 Main Street, Ahmedabad",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:30:42
558,Restaurants Hub Ahmedabad 8,Restaurants,Ahmedabad,"8 Main Street, Ahmedabad",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:30:42
559,Restaurants Hub Ahmedabad 9,Restaurants,Ahmedabad,"9 Main Street, Ahmedabad",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:30:42
560,Restaurants Hub Ahmedabad 10,Restaurants,Ahmedabad,"10 Main Street, Ahmedabad",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:30:42
561,Restaurants Hub Ahmedabad 11,Restaurants,Ahmedabad,"11 Main Street, Ahmedabad",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:30:42
562,Restaurants Hub Ahmedabad 12,Restaurants,Ahmedabad,"12 Main Street, Ahmedabad",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:30:42
563,Restaurants Hub Ahmedabad 13,Restaurants,Ahmedabad,"13 Main Street, Ahmedabad",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:30:42
564,Restaurants Hub Ahmedabad 14,Restaurants,Ahmedabad,"14 Main Street, Ahmedabad",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:30:42
565,Restaurants Hub Ahmedabad 15,Restaurants,Ahmedabad,"15 Main Street, Ahmedabad",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:30:42
566,JD Restaurants Ahmedabad 1,Restaurants,Ahmedabad,"JD Complex, Ahmedabad",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:30:42
567,JD Restaurants Ahmedabad 2,Restaurants,Ahmedabad,"JD Complex, Ahmedabad",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:30:42
568,JD Restaurants Ahmedabad 3,Restaurants,Ahmedabad,"JD Complex, Ahmedabad",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:30:42
569,JD Restaurants Ahmedabad 4,Restaurants,Ahmedabad,"JD Complex, Ahmedabad",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:30:42
570,JD Restaurants Ahmedabad 5,Restaurants,Ahmedabad,"JD Complex, Ahmedabad",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:30:42
571,JD Restaurants Ahmedabad 6,Restaurants,Ahmedabad,"JD Complex, Ahmedabad",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:30:42
572,JD Restaurants Ahmedabad 7,Restaurants,Ahmedabad,"JD Complex, Ahmedabad",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:30:42
573,JD Restaurants Ahmedabad 8,Restaurants,Ahmedabad,"JD Complex, Ahmedabad",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:30:42
574,JD Restaurants Ahmedabad 9,Restaurants,Ahmedabad,"JD Complex, Ahmedabad",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:30:42
575,JD Restaurants Ahmedabad 10,Restaurants,Ahmedabad,"JD Complex, Ahmedabad",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:30:42
576,JD Restaurants Ahmedabad 11,Restaurants,Ahmedabad,"JD Complex, Ahmedabad",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:30:42
577,JD Restaurants Ahmedabad 12,Restaurants,Ahmedabad,"JD Complex, Ahmedabad",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:30:42
578,JD Restaurants Ahmedabad 13,Restaurants,Ahmedabad,"JD Complex, Ahmedabad",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:30:42
579,JD Restaurants Ahmedabad 14,Restaurants,Ahmedabad,"JD Complex, Ahmedabad",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:30:42
580,JD Restaurants Ahmedabad 15,Restaurants,Ahmedabad,"JD Complex, Ahmedabad",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:30:42
581,Gyms Hub Ahmedabad 1,Gyms,Ahmedabad,"1 Main Street, Ahmedabad",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:30:54
582,Gyms Hub Ahmedabad 2,Gyms,Ahmedabad,"2 Main Street, Ahmedabad",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:30:54
583,Gyms Hub Ahmedabad 3,Gyms,Ahmedabad,"3 Main Street, Ahmedabad",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:30:54
584,Gyms Hub Ahmedabad 4,Gyms,Ahmedabad,"4 Main Street, Ahmedabad",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:30:54
585,Gyms Hub Ahmedabad 5,Gyms,Ahmedabad,"5 Main Street, Ahmedabad",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:30:54
586,Gyms Hub Ahmedabad 6,Gyms,Ahmedabad,"6 Main Street, Ahmedabad",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:30:54
587,Gyms Hub Ahmedabad 7,Gyms,Ahmedabad,"7 Main Street, Ahmedabad",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:30:54
588,Gyms Hub Ahmedabad 8,Gyms,Ahmedabad,"8 Main Street, Ahmedabad",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:30:54
589,Gyms Hub Ahmedabad 9,Gyms,Ahmedabad,"9 Main Street, Ahmedabad",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:30:54
590,Gyms Hub Ahmedabad 10,Gyms,Ahmedabad,"10 Main Street, Ahmedabad",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:30:54
591,Gyms Hub Ahmedabad 11,Gyms,Ahmedabad,"11 Main Street, Ahmedabad",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:30:54
592,Gyms Hub Ahmedabad 12,Gyms,Ahmedabad,"12 Main Street, Ahmedabad",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:30:54
593,Gyms Hub Ahmedabad 13,Gyms,Ahmedabad,"13 Main Street, Ahmedabad",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:30:54
594,Gyms Hub Ahmedabad 14,Gyms,Ahmedabad,"14 Main Street, Ahmedabad",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:30:54
595,Gyms Hub Ahmedabad 15,Gyms,Ahmedabad,"15 Main Street, Ahmedabad",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:30:54
596,JD Gyms Ahmedabad 1,Gyms,Ahmedabad,"JD Complex, Ahmedabad",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:30:54
597,JD Gyms Ahmedabad 2,Gyms,Ahmedabad,"JD Complex, Ahmedabad",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:30:54
598,JD Gyms Ahmedabad 3,Gyms,Ahmedabad,"JD Complex, Ahmedabad",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:30:54
599,JD Gyms Ahmedabad 4,Gyms,Ahmedabad,"JD Complex, Ahmedabad",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:30:54
600,JD Gyms Ahmedabad 5,Gyms,Ahmedabad,"JD Complex, Ahmedabad",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:30:54
601,JD Gyms Ahmedabad 6,Gyms,Ahmedabad,"JD Complex, Ahmedabad",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:30:54
602,JD Gyms Ahmedabad 7,Gyms,Ahmedabad,"JD Complex, Ahmedabad",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:30:54
603,JD Gyms Ahmedabad 8,Gyms,Ahmedabad,"JD Complex, Ahmedabad",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:30:54
604,JD Gyms Ahmedabad 9,Gyms,Ahmedabad,"JD Complex, Ahmedabad",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:30:54
605,JD Gyms Ahmedabad 10,Gyms,Ahmedabad,"JD Complex, Ahmedabad",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:30:54
606,JD Gyms Ahmedabad 11,Gyms,Ahmedabad,"JD Complex, Ahmedabad",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:30:54
607,JD Gyms Ahmedabad 12,Gyms,Ahmedabad,"JD Complex, Ahmedabad",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:30:54
608,JD Gyms Ahmedabad 13,Gyms,Ahmedabad,"JD Complex, Ahmedabad",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:30:54
609,JD Gyms Ahmedabad 14,Gyms,Ahmedabad,"JD Complex, Ahmedabad",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:30:54
610,JD Gyms Ahmedabad 15,Gyms,Ahmedabad,"JD Complex, Ahmedabad",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:30:54
611,Hospitals Hub Ahmedabad 1,Hospitals,Ahmedabad,"1 Main Street, Ahmedabad",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:06
612,Hospitals Hub Ahmedabad 2,Hospitals,Ahmedabad,"2 Main Street, Ahmedabad",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:06
613,Hospitals Hub Ahmedabad 3,Hospitals,Ahmedabad,"3 Main Street, Ahmedabad",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:06
614,Hospitals Hub Ahmedabad 4,Hospitals,Ahmedabad,"4 Main Street, Ahmedabad",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:06
615,Hospitals Hub Ahmedabad 5,Hospitals,Ahmedabad,"5 Main Street, Ahmedabad",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:06
616,Hospitals Hub Ahmedabad 6,Hospitals,Ahmedabad,"6 Main Street, Ahmedabad",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:06
617,Hospitals Hub Ahmedabad 7,Hospitals,Ahmedabad,"7 Main Street, Ahmedabad",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:06
618,Hospitals Hub Ahmedabad 8,Hospitals,Ahmedabad,"8 Main Street, Ahmedabad",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:06
619,Hospitals Hub Ahmedabad 9,Hospitals,Ahmedabad,"9 Main Street, Ahmedabad",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:06
620,Hospitals Hub Ahmedabad 10,Hospitals,Ahmedabad,"10 Main Street, Ahmedabad",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:06
